ASV_ID,kingdom,phylum,class,order,family,genus,species,domain,species_raw,best_id,species_lab,occ_query_name,occ_n_records,occ_n_gbif,occ_n_obis,occ_min_distance_km,occ_nearest_lat,occ_nearest_lon,occ_in_study_area,occ_in_buffer,occ_assessment,occ_congeners_in_region
ASV114,Eukaryota,Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,Eukaryota,Anguilla anguilla,Anguilla anguilla,Anguilla anguilla 2,Anguilla anguilla,1277,1104,173,0,,,True,True,CONFIRMED,
ASV115,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Stichaeidae,Stichaeidae,Eukaryota,,Stichaeidae,Stichaeidae,,,,,,,,,,,
ASV116,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Eukaryota,Homo sapiens,Homo sapiens,Homo sapiens 3,Homo sapiens,3,3,0,0,,,True,True,CONFIRMED,
ASV117,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Pomatoschistus,Pomatoschistus microps,Eukaryota,Pomatoschistus microps,Pomatoschistus microps,Pomatoschistus microps 1,Pomatoschistus microps,1,1,0,0,,,True,True,CONFIRMED,
ASV118,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Eukaryota,Clupea pallasii,Clupea pallasii,Clupea pallasii 4,Clupea pallasii,6,6,0,799.967717003177,,,False,False,POSSIBLE,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata; Clupea fimbriata; Clupea gasterostea; Clupea gigantea; Clupea guestfalica; Clupea hadleyi; Clupea harengus; Clupea ignota; Clupea inermis; Clupea inflata; Clupea laccia; Clupea longimana; Clupea macrocephala; Clupea macrochira; Clupea macropthalma; Clupea macroura; Clupea manulensis; Clupea marisalbi; Clupea megapteryx; Clupea melastoma; Clupea membras; Clupea montevideo; Clupea opisthopteryx; Clupea papalina; Clupea piltschardus; Clupea polyachanthina; Clupea rex; Clupea sardinites; Clupea saulos; Clupea scheuchseri; Clupea smaragdina; Clupea spec; Clupea sulcata; Clupea suworowi; Clupea tenuissima; Clupea testis; Clupea tiejei; Clupea tobarana; Clupea trigintaoctoradiata; Clupea trinacridis; Clupea ventricosa; Clupea verticalis; Clupea vigintiquiniradiata; Clupea vigintiradiata; Clupea vittargentea; Clupea vittata; Clupea voinovi; Clupea weileri; Clupea xenophanis; Clupea zanclea; Sardinella caudata
ASV119,Eukaryota,Chordata,Actinopteri,Gadiformes,Phycidae,Phycis,Phycis blennoides,Eukaryota,Phycis blennoides,Phycis blennoides,Phycis blennoides,Phycis blennoides,283,44,239,0,,,True,True,CONFIRMED,
ASV120,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 10,,,,,,,,,,,
ASV121,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Eukaryota,Clupea harengus,Clupea harengus,Clupea harengus 15,Clupea harengus,3402,88,3314,0,,,True,True,CONFIRMED,
ASV122,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea,Eukaryota,,Clupea,Clupea 4,,,,,,,,,,,
ASV123,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Ctenolabrus,Ctenolabrus rupestris,Eukaryota,Ctenolabrus rupestris,Ctenolabrus rupestris,Ctenolabrus rupestris 7,Ctenolabrus rupestris,688,113,575,0,,,True,True,CONFIRMED,
ASV124,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Eukaryota,Clupea harengus,Clupea harengus,Clupea harengus 16,Clupea harengus,3402,88,3314,0,,,True,True,CONFIRMED,
ASV125,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Scophthalmidae,Scophthalmus,Scophthalmus maximus,Eukaryota,Scophthalmus maximus,Scophthalmus maximus,Scophthalmus maximus,Scophthalmus maximus,19,15,4,0,,,True,True,CONFIRMED,
ASV126,Eukaryota,Chordata,Actinopteri,Gadiformes,Lotidae,Molva,Molva molva,Eukaryota,Molva molva,Molva molva,Molva molva 4,Molva molva,584,156,428,0,,,True,True,CONFIRMED,
ASV127,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Eukaryota,Clupea harengus,Clupea harengus,Clupea harengus 17,Clupea harengus,3402,88,3314,0,,,True,True,CONFIRMED,
ASV128,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Eukaryota,Clupea harengus,Clupea harengus,Clupea harengus 18,Clupea harengus,3402,88,3314,0,,,True,True,CONFIRMED,
ASV129,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 11,,,,,,,,,,,
ASV130,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Eukaryota,Clupea pallasii,Clupea pallasii,Clupea pallasii 5,Clupea pallasii,6,6,0,799.967717003177,,,False,False,POSSIBLE,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata; Clupea fimbriata; Clupea gasterostea; Clupea gigantea; Clupea guestfalica; Clupea hadleyi; Clupea harengus; Clupea ignota; Clupea inermis; Clupea inflata; Clupea laccia; Clupea longimana; Clupea macrocephala; Clupea macrochira; Clupea macropthalma; Clupea macroura; Clupea manulensis; Clupea marisalbi; Clupea megapteryx; Clupea melastoma; Clupea membras; Clupea montevideo; Clupea opisthopteryx; Clupea papalina; Clupea piltschardus; Clupea polyachanthina; Clupea rex; Clupea sardinites; Clupea saulos; Clupea scheuchseri; Clupea smaragdina; Clupea spec; Clupea sulcata; Clupea suworowi; Clupea tenuissima; Clupea testis; Clupea tiejei; Clupea tobarana; Clupea trigintaoctoradiata; Clupea trinacridis; Clupea ventricosa; Clupea verticalis; Clupea vigintiquiniradiata; Clupea vigintiradiata; Clupea vittargentea; Clupea vittata; Clupea voinovi; Clupea weileri; Clupea xenophanis; Clupea zanclea; Sardinella caudata
ASV131,Eukaryota,Chordata,Mammalia,Artiodactyla,Phocoenidae,Phocoena,Phocoena phocoena,Eukaryota,Phocoena phocoena,Phocoena phocoena,Phocoena phocoena,Phocoena phocoena,2097,1938,159,0,,,True,True,CONFIRMED,
ASV132,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Pomatoschistus,Pomatoschistus pictus,Eukaryota,Pomatoschistus pictus,Pomatoschistus pictus,Pomatoschistus pictus 2,Pomatoschistus pictus,19,18,1,0,,,True,True,CONFIRMED,
ASV133,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,Eukaryota,Gasterosteus aculeatus,Gasterosteus aculeatus,Gasterosteus aculeatus 4,Gasterosteus aculeatus,1341,1335,6,0,,,True,True,CONFIRMED,
ASV134,Eukaryota,Chordata,Actinopteri,Perciformes,Cyclopteridae,Cyclopterus,Cyclopterus lumpus,Eukaryota,Cyclopterus lumpus,Cyclopterus lumpus,Cyclopterus lumpus,Cyclopterus lumpus,396,84,312,0,,,True,True,CONFIRMED,
ASV135,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,Salvelinus curilus,Eukaryota,Salvelinus curilus,Salvelinus curilus,Salvelinus curilus 2,Salvelinus curilus,182,118,64,3592.6354072858476,63.7261,-68.5156,False,False,DOUBTFUL,Salvelinus agassizii; Salvelinus albus; Salvelinus alpinus; Salvelinus anaktuvukensis; Salvelinus andriashevi; Salvelinus angustus; Salvelinus boganidae; Salvelinus colii; Salvelinus confluentus; Salvelinus czerskii; Salvelinus drjagini; Salvelinus elgyticus; Salvelinus evasus; Salvelinus faroensis; Salvelinus fimbriatus; Salvelinus fontinalis; Salvelinus gracillimus; Salvelinus grayi; Salvelinus gritzenkoi; Salvelinus inframundus; Salvelinus jacuticus; Salvelinus japonicus; Salvelinus killinensis; Salvelinus kingi; Salvelinus krogiusae; Salvelinus kronocius; Salvelinus kuznetzovi; Salvelinus lepechini; Salvelinus leucomaenis; Salvelinus levanidovi; Salvelinus lonsdalii; Salvelinus mallochi; Salvelinus malma; Salvelinus maxillaris; Salvelinus multidentatus; Salvelinus murta; Salvelinus namaycush; Salvelinus neiva; Salvelinus neocomensis; Salvelinus obtusus; Salvelinus perisii; Salvelinus profundus; Salvelinus salvelinoinsularis; Salvelinus schmidti; Salvelinus struanensis; Salvelinus taimyricus; Salvelinus taranetzi; Salvelinus thingvallensis; Salvelinus tolmachoffi; Salvelinus umbla; Salvelinus vasiljevae; Salvelinus willoughbii; Salvelinus youngeri
ASV136,Eukaryota,Chordata,Mammalia,Artiodactyla,Cervidae,Alces,Alces alces,Eukaryota,Alces alces,Alces alces,Alces alces,Alces alces,8780,8780,0,0,,,True,True,CONFIRMED,
ASV137,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Eukaryota,Clupea harengus,Clupea harengus,Clupea harengus 19,Clupea harengus,3402,88,3314,0,,,True,True,CONFIRMED,
ASV138,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Eukaryota,Clupea harengus,Clupea harengus,Clupea harengus 20,Clupea harengus,3402,88,3314,0,,,True,True,CONFIRMED,
ASV139,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Platichthys,Platichthys stellatus,Eukaryota,Platichthys stellatus,Platichthys stellatus,Platichthys stellatus 2,Platichthys stellatus,19811,12106,7705,4573.044400674077,68.16666666666667,-108.833333333333,False,False,DOUBTFUL,Passer oculatus; Platichthys flesus; Platichthys solemdali
ASV140,Eukaryota,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Eukaryota,Canis lupus,Canis lupus,Canis lupus 1,Canis lupus,2181,2181,0,0,,,True,True,CONFIRMED,
ASV141,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Ctenolabrus,Ctenolabrus rupestris,Eukaryota,Ctenolabrus rupestris,Ctenolabrus rupestris,Ctenolabrus rupestris 8,Ctenolabrus rupestris,688,113,575,0,,,True,True,CONFIRMED,
ASV142,Eukaryota,Chordata,Actinopteri,Perciformes,Pholidae,Pholis,Pholis gunnellus,Eukaryota,Pholis gunnellus,Pholis gunnellus,Pholis gunnellus 2,Pholis gunnellus,102,83,19,0,,,True,True,CONFIRMED,
ASV143,Eukaryota,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus,Eukaryota,,Larus,Larus,,,,,,,,,,,
ASV144,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Pleuronectidae,Pleuronectidae,Eukaryota,,Pleuronectidae,Pleuronectidae 2,,,,,,,,,,,
ASV145,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,Eukaryota,Ammodytes personatus,Ammodytes personatus,Ammodytes personatus,Ammodytes personatus,16764,8677,8087,6217.087447953048,57.722467,-136.414432,False,False,DOUBTFUL,Ammodytes hexapterus; Ammodytes marinus; Ammodytes tobianus
ASV146,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Callionymidae,Callionymus,Callionymus maculatus,Eukaryota,Callionymus maculatus,Callionymus maculatus,Callionymus maculatus,Callionymus maculatus,80,10,70,0,,,True,True,CONFIRMED,
ASV147,Eukaryota,Chordata,Actinopteri,Perciformes,Pholidae,Pholis,Pholis,Eukaryota,,Pholis,Pholis 2,,,,,,,,,,,
ASV148,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Eukaryota,Homo sapiens,Homo sapiens,Homo sapiens 4,Homo sapiens,3,3,0,0,,,True,True,CONFIRMED,
ASV149,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Eukaryota,Clupea harengus,Clupea harengus,Clupea harengus 21,Clupea harengus,3402,88,3314,0,,,True,True,CONFIRMED,
ASV150,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar,Eukaryota,Salmo salar,Salmo salar,Salmo salar 2,Salmo salar,110604,69150,41454,0,,,True,True,CONFIRMED,
ASV151,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Eukaryota,Clupea harengus,Clupea harengus,Clupea harengus 22,Clupea harengus,3402,88,3314,0,,,True,True,CONFIRMED,
ASV152,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Platichthys,Platichthys stellatus,Eukaryota,Platichthys stellatus,Platichthys stellatus,Platichthys stellatus 3,Platichthys stellatus,19811,12106,7705,4573.044400674077,68.16666666666667,-108.833333333333,False,False,DOUBTFUL,Passer oculatus; Platichthys flesus; Platichthys solemdali
ASV153,Eukaryota,Chordata,Actinopteri,Esociformes,Esocidae,Esox,Esox lucius,Eukaryota,Esox lucius,Esox lucius,Esox lucius,Esox lucius,4053,4053,0,0,,,True,True,CONFIRMED,
ASV154,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 12,,,,,,,,,,,
ASV155,Eukaryota,Chordata,Actinopteri,Gadiformes,Lotidae,Molva,Molva molva,Eukaryota,Molva molva,Molva molva,Molva molva 5,Molva molva,584,156,428,0,,,True,True,CONFIRMED,
ASV156,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Ctenolabrus,Ctenolabrus rupestris,Eukaryota,Ctenolabrus rupestris,Ctenolabrus rupestris,Ctenolabrus rupestris 9,Ctenolabrus rupestris,688,113,575,0,,,True,True,CONFIRMED,
ASV157,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Gobiusculus,Gobiusculus flavescens,Eukaryota,Gobiusculus flavescens,Gobiusculus flavescens,Gobiusculus flavescens 3,Gobiusculus flavescens,161,141,20,0,,,True,True,CONFIRMED,
ASV158,Eukaryota,Chordata,Chondrichthyes,Chimaeriformes,Chimaeridae,Chimaera,Chimaera monstrosa,Eukaryota,Chimaera monstrosa,Chimaera monstrosa,Chimaera monstrosa,Chimaera monstrosa,246,245,1,0,,,True,True,CONFIRMED,
ASV159,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Eukaryota,Clupea harengus,Clupea harengus,Clupea harengus 23,Clupea harengus,3402,88,3314,0,,,True,True,CONFIRMED,
ASV160,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Callionymidae,Callionymus,Callionymus reticulatus,Eukaryota,Callionymus reticulatus,Callionymus reticulatus,Callionymus reticulatus 1,Callionymus reticulatus,9,5,4,0,,,True,True,CONFIRMED,
ASV161,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Eukaryota,Sus scrofa,Sus scrofa,Sus scrofa 1,Sus scrofa,22,22,0,0,,,True,True,CONFIRMED,
ASV162,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Raniceps,Raniceps raninus,Eukaryota,Raniceps raninus,Raniceps raninus,Raniceps raninus 2,Raniceps raninus,29,24,5,0,,,True,True,CONFIRMED,
ASV163,Eukaryota,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus agrestis,Eukaryota,Microtus agrestis,Microtus agrestis,Microtus agrestis,Microtus agrestis,1015,1015,0,0,,,True,True,CONFIRMED,
ASV164,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,Salvelinus curilus,Eukaryota,Salvelinus curilus,Salvelinus curilus,Salvelinus curilus 3,Salvelinus curilus,182,118,64,3592.6354072858476,63.7261,-68.5156,False,False,DOUBTFUL,Salvelinus agassizii; Salvelinus albus; Salvelinus alpinus; Salvelinus anaktuvukensis; Salvelinus andriashevi; Salvelinus angustus; Salvelinus boganidae; Salvelinus colii; Salvelinus confluentus; Salvelinus czerskii; Salvelinus drjagini; Salvelinus elgyticus; Salvelinus evasus; Salvelinus faroensis; Salvelinus fimbriatus; Salvelinus fontinalis; Salvelinus gracillimus; Salvelinus grayi; Salvelinus gritzenkoi; Salvelinus inframundus; Salvelinus jacuticus; Salvelinus japonicus; Salvelinus killinensis; Salvelinus kingi; Salvelinus krogiusae; Salvelinus kronocius; Salvelinus kuznetzovi; Salvelinus lepechini; Salvelinus leucomaenis; Salvelinus levanidovi; Salvelinus lonsdalii; Salvelinus mallochi; Salvelinus malma; Salvelinus maxillaris; Salvelinus multidentatus; Salvelinus murta; Salvelinus namaycush; Salvelinus neiva; Salvelinus neocomensis; Salvelinus obtusus; Salvelinus perisii; Salvelinus profundus; Salvelinus salvelinoinsularis; Salvelinus schmidti; Salvelinus struanensis; Salvelinus taimyricus; Salvelinus taranetzi; Salvelinus thingvallensis; Salvelinus tolmachoffi; Salvelinus umbla; Salvelinus vasiljevae; Salvelinus willoughbii; Salvelinus youngeri
ASV165,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Pomatoschistus,Pomatoschistus pictus,Eukaryota,Pomatoschistus pictus,Pomatoschistus pictus,Pomatoschistus pictus 3,Pomatoschistus pictus,19,18,1,0,,,True,True,CONFIRMED,
ASV166,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Gobius,Gobius niger,Eukaryota,Gobius niger,Gobius niger,Gobius niger,Gobius niger,116,37,79,0,,,True,True,CONFIRMED,
ASV167,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Eukaryota,Clupea pallasii,Clupea pallasii,Clupea pallasii 6,Clupea pallasii,6,6,0,799.967717003177,,,False,False,POSSIBLE,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata; Clupea fimbriata; Clupea gasterostea; Clupea gigantea; Clupea guestfalica; Clupea hadleyi; Clupea harengus; Clupea ignota; Clupea inermis; Clupea inflata; Clupea laccia; Clupea longimana; Clupea macrocephala; Clupea macrochira; Clupea macropthalma; Clupea macroura; Clupea manulensis; Clupea marisalbi; Clupea megapteryx; Clupea melastoma; Clupea membras; Clupea montevideo; Clupea opisthopteryx; Clupea papalina; Clupea piltschardus; Clupea polyachanthina; Clupea rex; Clupea sardinites; Clupea saulos; Clupea scheuchseri; Clupea smaragdina; Clupea spec; Clupea sulcata; Clupea suworowi; Clupea tenuissima; Clupea testis; Clupea tiejei; Clupea tobarana; Clupea trigintaoctoradiata; Clupea trinacridis; Clupea ventricosa; Clupea verticalis; Clupea vigintiquiniradiata; Clupea vigintiradiata; Clupea vittargentea; Clupea vittata; Clupea voinovi; Clupea weileri; Clupea xenophanis; Clupea zanclea; Sardinella caudata
ASV168,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Eukaryota,Clupea pallasii,Clupea pallasii,Clupea pallasii 7,Clupea pallasii,6,6,0,799.967717003177,,,False,False,POSSIBLE,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata; Clupea fimbriata; Clupea gasterostea; Clupea gigantea; Clupea guestfalica; Clupea hadleyi; Clupea harengus; Clupea ignota; Clupea inermis; Clupea inflata; Clupea laccia; Clupea longimana; Clupea macrocephala; Clupea macrochira; Clupea macropthalma; Clupea macroura; Clupea manulensis; Clupea marisalbi; Clupea megapteryx; Clupea melastoma; Clupea membras; Clupea montevideo; Clupea opisthopteryx; Clupea papalina; Clupea piltschardus; Clupea polyachanthina; Clupea rex; Clupea sardinites; Clupea saulos; Clupea scheuchseri; Clupea smaragdina; Clupea spec; Clupea sulcata; Clupea suworowi; Clupea tenuissima; Clupea testis; Clupea tiejei; Clupea tobarana; Clupea trigintaoctoradiata; Clupea trinacridis; Clupea ventricosa; Clupea verticalis; Clupea vigintiquiniradiata; Clupea vigintiradiata; Clupea vittargentea; Clupea vittata; Clupea voinovi; Clupea weileri; Clupea xenophanis; Clupea zanclea; Sardinella caudata
ASV169,Eukaryota,Chordata,Actinopteri,Gadiformes,Lotidae,Brosme,Brosme brosme,Eukaryota,Brosme brosme,Brosme brosme,Brosme brosme 3,Brosme brosme,553,123,430,0,,,True,True,CONFIRMED,
ASV170,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Eukaryota,Homo sapiens,Homo sapiens,Homo sapiens 5,Homo sapiens,3,3,0,0,,,True,True,CONFIRMED,
ASV171,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Callionymidae,Callionymus,Callionymus reticulatus,Eukaryota,Callionymus reticulatus,Callionymus reticulatus,Callionymus reticulatus 2,Callionymus reticulatus,9,5,4,0,,,True,True,CONFIRMED,
ASV172,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Pomatoschistus,Pomatoschistus minutus,Eukaryota,Pomatoschistus minutus,Pomatoschistus minutus,Pomatoschistus minutus 2,Pomatoschistus minutus,24,19,5,0,,,True,True,CONFIRMED,
ASV173,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 13,,,,,,,,,,,
ASV174,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Eukaryota,Clupea pallasii,Clupea pallasii,Clupea pallasii 8,Clupea pallasii,6,6,0,799.967717003177,,,False,False,POSSIBLE,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata; Clupea fimbriata; Clupea gasterostea; Clupea gigantea; Clupea guestfalica; Clupea hadleyi; Clupea harengus; Clupea ignota; Clupea inermis; Clupea inflata; Clupea laccia; Clupea longimana; Clupea macrocephala; Clupea macrochira; Clupea macropthalma; Clupea macroura; Clupea manulensis; Clupea marisalbi; Clupea megapteryx; Clupea melastoma; Clupea membras; Clupea montevideo; Clupea opisthopteryx; Clupea papalina; Clupea piltschardus; Clupea polyachanthina; Clupea rex; Clupea sardinites; Clupea saulos; Clupea scheuchseri; Clupea smaragdina; Clupea spec; Clupea sulcata; Clupea suworowi; Clupea tenuissima; Clupea testis; Clupea tiejei; Clupea tobarana; Clupea trigintaoctoradiata; Clupea trinacridis; Clupea ventricosa; Clupea verticalis; Clupea vigintiquiniradiata; Clupea vigintiradiata; Clupea vittargentea; Clupea vittata; Clupea voinovi; Clupea weileri; Clupea xenophanis; Clupea zanclea; Sardinella caudata
ASV175,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Crystallogobius,Crystallogobius linearis,Eukaryota,Crystallogobius linearis,Crystallogobius linearis,Crystallogobius linearis 1,Crystallogobius linearis,7,2,5,0,,,True,True,CONFIRMED,
ASV176,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Ctenolabrus,Ctenolabrus rupestris,Eukaryota,Ctenolabrus rupestris,Ctenolabrus rupestris,Ctenolabrus rupestris 10,Ctenolabrus rupestris,688,113,575,0,,,True,True,CONFIRMED,
ASV177,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Scophthalmidae,Zeugopterus,Zeugopterus punctatus,Eukaryota,Zeugopterus punctatus,Zeugopterus punctatus,Zeugopterus punctatus 3,Zeugopterus punctatus,29,20,9,0,,,True,True,CONFIRMED,
ASV178,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,Eukaryota,Glyptocephalus zachirus,Glyptocephalus zachirus,Glyptocephalus zachirus 2,Glyptocephalus zachirus,364580,182963,181617,6187.51854134905,59.7666667,-149.4033333,False,False,DOUBTFUL,
ASV179,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Gobiusculus,Gobiusculus flavescens,Eukaryota,Gobiusculus flavescens,Gobiusculus flavescens,Gobiusculus flavescens 4,Gobiusculus flavescens,161,141,20,0,,,True,True,CONFIRMED,
ASV180,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Pleuronectidae,Pleuronectidae,Eukaryota,,Pleuronectidae,Pleuronectidae 3,,,,,,,,,,,
ASV181,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Eukaryota,Homo sapiens,Homo sapiens,Homo sapiens 6,Homo sapiens,3,3,0,0,,,True,True,CONFIRMED,
ASV182,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,Salvelinus curilus,Eukaryota,Salvelinus curilus,Salvelinus curilus,Salvelinus curilus 4,Salvelinus curilus,182,118,64,3592.6354072858476,63.7261,-68.5156,False,False,DOUBTFUL,Salvelinus agassizii; Salvelinus albus; Salvelinus alpinus; Salvelinus anaktuvukensis; Salvelinus andriashevi; Salvelinus angustus; Salvelinus boganidae; Salvelinus colii; Salvelinus confluentus; Salvelinus czerskii; Salvelinus drjagini; Salvelinus elgyticus; Salvelinus evasus; Salvelinus faroensis; Salvelinus fimbriatus; Salvelinus fontinalis; Salvelinus gracillimus; Salvelinus grayi; Salvelinus gritzenkoi; Salvelinus inframundus; Salvelinus jacuticus; Salvelinus japonicus; Salvelinus killinensis; Salvelinus kingi; Salvelinus krogiusae; Salvelinus kronocius; Salvelinus kuznetzovi; Salvelinus lepechini; Salvelinus leucomaenis; Salvelinus levanidovi; Salvelinus lonsdalii; Salvelinus mallochi; Salvelinus malma; Salvelinus maxillaris; Salvelinus multidentatus; Salvelinus murta; Salvelinus namaycush; Salvelinus neiva; Salvelinus neocomensis; Salvelinus obtusus; Salvelinus perisii; Salvelinus profundus; Salvelinus salvelinoinsularis; Salvelinus schmidti; Salvelinus struanensis; Salvelinus taimyricus; Salvelinus taranetzi; Salvelinus thingvallensis; Salvelinus tolmachoffi; Salvelinus umbla; Salvelinus vasiljevae; Salvelinus willoughbii; Salvelinus youngeri
ASV183,Eukaryota,Chordata,Aves,Anseriformes,Anatidae,Bucephala,Bucephala islandica,Eukaryota,Bucephala islandica,Bucephala islandica,Bucephala islandica,Bucephala islandica,161,161,0,0,,,True,True,CONFIRMED,
ASV184,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Ctenolabrus,Ctenolabrus rupestris,Eukaryota,Ctenolabrus rupestris,Ctenolabrus rupestris,Ctenolabrus rupestris 11,Ctenolabrus rupestris,688,113,575,0,,,True,True,CONFIRMED,
ASV185,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Gobiusculus,Gobiusculus flavescens,Eukaryota,Gobiusculus flavescens,Gobiusculus flavescens,Gobiusculus flavescens 5,Gobiusculus flavescens,161,141,20,0,,,True,True,CONFIRMED,
