"ASV_ID","kingdom","phylum","class","order","family","genus","species","domain","species_raw","best_id","species_lab"
"ASV15","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","Eukaryota","Homo sapiens","Homo sapiens","Homo sapiens 1"
"ASV16","Eukaryota","Chordata","Actinopteri","Gadiformes","Lotidae","Molva","Molva molva","Eukaryota","Molva molva","Molva molva","Molva molva 1"
"ASV17","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Platichthys","Platichthys stellatus","Eukaryota","Platichthys stellatus","Platichthys stellatus","Platichthys stellatus 1"
"ASV18","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Eukaryota","Clupea harengus","Clupea harengus","Clupea harengus 3"
"ASV19","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius virens","Eukaryota","Pollachius virens","Pollachius virens","Pollachius virens 2"
"ASV20","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Labrus","Labrus mixtus","Eukaryota","Labrus mixtus","Labrus mixtus","Labrus mixtus 1"
"ASV21","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Labrus","Labrus bergylta","Eukaryota","Labrus bergylta","Labrus bergylta","Labrus bergylta 1"
"ASV22","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus","Gadus morhua","Eukaryota","Gadus morhua","Gadus morhua","Gadus morhua 1"
"ASV23","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salvelinus","Salvelinus curilus","Eukaryota","Salvelinus curilus","Salvelinus curilus","Salvelinus curilus 1"
"ASV24","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Scophthalmidae","Zeugopterus","Zeugopterus punctatus","Eukaryota","Zeugopterus punctatus","Zeugopterus punctatus","Zeugopterus punctatus 1"
"ASV25","Eukaryota","Chordata","Actinopteri","Gadiformes","Lotidae","Lota","Lota lota","Eukaryota","Lota lota","Lota lota","Lota lota 1"
"ASV26","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Scophthalmidae","Zeugopterus","Zeugopterus norvegicus","Eukaryota","Zeugopterus norvegicus","Zeugopterus norvegicus","Zeugopterus norvegicus 1"
"ASV27","Eukaryota","Chordata","Actinopteri","Gadiformes","Gaidropsaridae","Gaidropsaridae","Gaidropsaridae","Eukaryota",NA,"Gaidropsaridae","Gaidropsaridae"
"ASV28","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus","Myoxocephalus quadricornis","Eukaryota","Myoxocephalus quadricornis","Myoxocephalus quadricornis","Myoxocephalus quadricornis 1"
"ASV29","Eukaryota","Chordata","Actinopteri","Gobiiformes","Gobiidae","Pomatoschistus","Pomatoschistus pictus","Eukaryota","Pomatoschistus pictus","Pomatoschistus pictus","Pomatoschistus pictus 1"
"ASV30","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","Raniceps","Raniceps raninus","Eukaryota","Raniceps raninus","Raniceps raninus","Raniceps raninus 1"
"ASV31","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Symphodus","Symphodus melops","Eukaryota","Symphodus melops","Symphodus melops","Symphodus melops 1"
"ASV32","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo","Salmo labrax","Eukaryota","Salmo labrax","Salmo labrax","Salmo labrax 1"
"ASV33","Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Scomber","Scomber scombrus","Eukaryota","Scomber scombrus","Scomber scombrus","Scomber scombrus 2"
"ASV34","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Eukaryota","Clupea harengus","Clupea harengus","Clupea harengus 4"
"ASV35","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus zachirus","Eukaryota","Glyptocephalus zachirus","Glyptocephalus zachirus","Glyptocephalus zachirus 1"
"ASV36","Eukaryota","Chordata","Actinopteri","Gobiiformes","Gobiidae","Gobiusculus","Gobiusculus flavescens","Eukaryota","Gobiusculus flavescens","Gobiusculus flavescens","Gobiusculus flavescens 1"
"ASV37","Eukaryota","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Phoxinus","Phoxinus","Eukaryota",NA,"Phoxinus","Phoxinus 2"
"ASV38","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectidae","Pleuronectidae","Eukaryota",NA,"Pleuronectidae","Pleuronectidae 1"
"ASV39","Eukaryota","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Phoxinus","Phoxinus","Eukaryota",NA,"Phoxinus","Phoxinus 3"
"ASV40","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Eukaryota","Clupea harengus","Clupea harengus","Clupea harengus 5"
"ASV41","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea","Eukaryota",NA,"Clupea","Clupea 2"
"ASV42","Eukaryota","Chordata","Actinopteri","Gadiformes","Lotidae","Ciliata","Ciliata mustela","Eukaryota","Ciliata mustela","Ciliata mustela","Ciliata mustela"
"ASV43","Eukaryota","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Phoxinus","Phoxinus","Eukaryota",NA,"Phoxinus","Phoxinus 4"
"ASV44","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","Gadiculus","Gadiculus argenteus","Eukaryota","Gadiculus argenteus","Gadiculus argenteus","Gadiculus argenteus"
"ASV45","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Eukaryota","Clupea harengus","Clupea harengus","Clupea harengus 6"
"ASV46","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","Trisopterus","Trisopterus minutus","Eukaryota","Trisopterus minutus","Trisopterus minutus","Trisopterus minutus"
"ASV47","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Centrolabrus","Centrolabrus exoletus","Eukaryota","Centrolabrus exoletus","Centrolabrus exoletus","Centrolabrus exoletus 1"
"ASV48","Eukaryota","Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius piscatorius","Eukaryota","Lophius piscatorius","Lophius piscatorius","Lophius piscatorius"
"ASV49","Eukaryota","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","Bos primigenius","Eukaryota","Bos primigenius","Bos primigenius","Bos primigenius"
"ASV50","Eukaryota","Chordata","Actinopteri","Perciformes","Zoarcidae","Zoarces","Zoarces","Eukaryota",NA,"Zoarces","Zoarces"
"ASV51","Eukaryota","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla","Anguilla anguilla","Eukaryota","Anguilla anguilla","Anguilla anguilla","Anguilla anguilla 1"
"ASV52","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Ctenolabrus","Ctenolabrus rupestris","Eukaryota","Ctenolabrus rupestris","Ctenolabrus rupestris","Ctenolabrus rupestris 3"
"ASV53","Eukaryota","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Phoxinus","Phoxinus","Eukaryota",NA,"Phoxinus","Phoxinus 5"
"ASV54","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Ctenolabrus","Ctenolabrus rupestris","Eukaryota","Ctenolabrus rupestris","Ctenolabrus rupestris","Ctenolabrus rupestris 4"
"ASV55","Eukaryota","Chordata","Actinopteri","Gadiformes","Lotidae","Ciliata","Ciliata septentrionalis","Eukaryota","Ciliata septentrionalis","Ciliata septentrionalis","Ciliata septentrionalis 1"
"ASV56","Eukaryota","Chordata","Actinopteri","Perciformes","Triglidae","Chelidonichthys","Chelidonichthys spinosus","Eukaryota","Chelidonichthys spinosus","Chelidonichthys spinosus","Chelidonichthys spinosus"
"ASV57","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea pallasii","Eukaryota","Clupea pallasii","Clupea pallasii","Clupea pallasii 2"
"ASV58","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","Sebastes viviparus","Eukaryota","Sebastes viviparus","Sebastes viviparus","Sebastes viviparus"
"ASV59","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Taurulus","Taurulus bubalis","Eukaryota","Taurulus bubalis","Taurulus bubalis","Taurulus bubalis"
"ASV60","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Eukaryota","Clupea harengus","Clupea harengus","Clupea harengus 7"
"ASV61","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Eukaryota","Clupea harengus","Clupea harengus","Clupea harengus 8"
"ASV62","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Labrus","Labrus mixtus","Eukaryota","Labrus mixtus","Labrus mixtus","Labrus mixtus 2"
"ASV63","Eukaryota","Chordata","Actinopteri","Gadiformes","Lotidae","Brosme","Brosme brosme","Eukaryota","Brosme brosme","Brosme brosme","Brosme brosme 1"
"ASV64","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Eukaryota","Clupea harengus","Clupea harengus","Clupea harengus 9"
"ASV65","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius virens","Eukaryota","Pollachius virens","Pollachius virens","Pollachius virens 3"
"ASV66","Eukaryota","Chordata","Actinopteri","Gadiformes","Lotidae","Brosme","Brosme brosme","Eukaryota","Brosme brosme","Brosme brosme","Brosme brosme 2"
"ASV67","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Eukaryota","Clupea harengus","Clupea harengus","Clupea harengus 10"
"ASV68","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","Sebastes mentella","Eukaryota","Sebastes mentella","Sebastes mentella","Sebastes mentella"
"ASV69","Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas","Eukaryota",NA,"Anas","Anas"
"ASV70","Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Somateria","Somateria mollissima","Eukaryota","Somateria mollissima","Somateria mollissima","Somateria mollissima"
"ASV71","Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas poecilorhyncha","Eukaryota","Anas poecilorhyncha","Anas poecilorhyncha","Anas poecilorhyncha"
"ASV72","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus","Myoxocephalus quadricornis","Eukaryota","Myoxocephalus quadricornis","Myoxocephalus quadricornis","Myoxocephalus quadricornis 2"
"ASV73","Eukaryota","Chordata","Actinopteri","Gadiformes","Lotidae","Molva","Molva molva","Eukaryota","Molva molva","Molva molva","Molva molva 2"
"ASV74","Eukaryota","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Phoxinus","Phoxinus","Eukaryota",NA,"Phoxinus","Phoxinus 6"
"ASV75","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Eukaryota","Clupea harengus","Clupea harengus","Clupea harengus 11"
"ASV76","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus","Myoxocephalus quadricornis","Eukaryota","Myoxocephalus quadricornis","Myoxocephalus quadricornis","Myoxocephalus quadricornis 3"
"ASV77","Eukaryota","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Phoxinus","Phoxinus","Eukaryota",NA,"Phoxinus","Phoxinus 7"
"ASV78","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Ctenolabrus","Ctenolabrus rupestris","Eukaryota","Ctenolabrus rupestris","Ctenolabrus rupestris","Ctenolabrus rupestris 5"
"ASV79","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Eukaryota","Clupea harengus","Clupea harengus","Clupea harengus 12"
"ASV80","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Scophthalmidae","Zeugopterus","Zeugopterus punctatus","Eukaryota","Zeugopterus punctatus","Zeugopterus punctatus","Zeugopterus punctatus 2"
"ASV81","Eukaryota","Chordata","Actinopteri","Gobiiformes","Gobiidae","Gobiidae","Gobiidae","Eukaryota",NA,"Gobiidae","Gobiidae 1"
"ASV82","Eukaryota","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus abyssinicus","Eukaryota","Turdus abyssinicus","Turdus abyssinicus","Turdus abyssinicus 1"
"ASV83","Eukaryota","Chordata","Actinopteri","Blenniiformes","Blenniidae","Lipophrys","Lipophrys pholis","Eukaryota","Lipophrys pholis","Lipophrys pholis","Lipophrys pholis 1"
"ASV84","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Labrus","Labrus mixtus","Eukaryota","Labrus mixtus","Labrus mixtus","Labrus mixtus 3"
"ASV85","Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Scomber","Scomber scombrus","Eukaryota","Scomber scombrus","Scomber scombrus","Scomber scombrus 3"
"ASV86","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","Eukaryota","Homo sapiens","Homo sapiens","Homo sapiens 2"
"ASV87","Eukaryota","Chordata","Actinopteri","Actinopteri","Actinopteri","Actinopteri","Actinopteri","Eukaryota",NA,"Actinopteri","Actinopteri 1"
"ASV88","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Eukaryota","Clupea harengus","Clupea harengus","Clupea harengus 13"
"ASV89","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Scophthalmidae","Lepidorhombus","Lepidorhombus whiffiagonis","Eukaryota","Lepidorhombus whiffiagonis","Lepidorhombus whiffiagonis","Lepidorhombus whiffiagonis"
"ASV90","Eukaryota","Chordata","Actinopteri","Gadiformes","Lotidae","Molva","Molva molva","Eukaryota","Molva molva","Molva molva","Molva molva 3"
"ASV91","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea pallasii","Eukaryota","Clupea pallasii","Clupea pallasii","Clupea pallasii 3"
"ASV92","Eukaryota","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Phoxinus","Phoxinus","Eukaryota",NA,"Phoxinus","Phoxinus 8"
"ASV93","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius virens","Eukaryota","Pollachius virens","Pollachius virens","Pollachius virens 4"
"ASV94","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Eukaryota","Clupea harengus","Clupea harengus","Clupea harengus 14"
"ASV95","Eukaryota","Chordata","Actinopteri","Gobiiformes","Gobiidae","Gobiusculus","Gobiusculus flavescens","Eukaryota","Gobiusculus flavescens","Gobiusculus flavescens","Gobiusculus flavescens 2"
"ASV96","Eukaryota","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","Eukaryota","Gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteus aculeatus 2"
"ASV97","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Scophthalmidae","Zeugopterus","Zeugopterus norvegicus","Eukaryota","Zeugopterus norvegicus","Zeugopterus norvegicus","Zeugopterus norvegicus 2"
"ASV98","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","Gadidae","Gadidae","Eukaryota",NA,"Gadidae","Gadidae"
"ASV99","Eukaryota","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Phoxinus","Phoxinus","Eukaryota",NA,"Phoxinus","Phoxinus 9"
"ASV100","Eukaryota","Chordata","Mammalia","Artiodactyla","Cervidae","Capreolus","Capreolus capreolus","Eukaryota","Capreolus capreolus","Capreolus capreolus","Capreolus capreolus"
"ASV101","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Micrenophrys","Micrenophrys lilljeborgii","Eukaryota","Micrenophrys lilljeborgii","Micrenophrys lilljeborgii","Micrenophrys lilljeborgii"
"ASV102","Eukaryota","Chordata","Actinopteri","Gadiformes","Gaidropsaridae","Enchelyopus","Enchelyopus cimbrius","Eukaryota","Enchelyopus cimbrius","Enchelyopus cimbrius","Enchelyopus cimbrius"
"ASV103","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea","Eukaryota",NA,"Clupea","Clupea 3"
"ASV104","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","Eukaryota","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Melanogrammus aeglefinus 1"
"ASV105","Eukaryota","Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus","Eukaryota",NA,"Corvus","Corvus"
"ASV106","Eukaryota","Chordata","Actinopteri","Gobiiformes","Gobiidae","Pomatoschistus","Pomatoschistus minutus","Eukaryota","Pomatoschistus minutus","Pomatoschistus minutus","Pomatoschistus minutus 1"
"ASV107","Eukaryota","Chordata","Actinopteri","Gadiformes","Lotidae","Molva","Molva dypterygia","Eukaryota","Molva dypterygia","Molva dypterygia","Molva dypterygia"
"ASV108","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Ctenolabrus","Ctenolabrus rupestris","Eukaryota","Ctenolabrus rupestris","Ctenolabrus rupestris","Ctenolabrus rupestris 6"
"ASV109","Eukaryota","Chordata","Actinopteri","Gobiiformes","Gobiidae","Gobiidae","Gobiidae","Eukaryota",NA,"Gobiidae","Gobiidae 2"
"ASV110","Eukaryota","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","Eukaryota","Gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteus aculeatus 3"
"ASV111","Eukaryota","Chordata","Actinopteri","Perciformes","Pholidae","Pholis","Pholis crassispina","Eukaryota","Pholis crassispina","Pholis crassispina","Pholis crassispina 1"
"ASV112","Eukaryota","Chordata","Actinopteri","Perciformes","Pholidae","Pholis","Pholis","Eukaryota",NA,"Pholis","Pholis 1"
"ASV113","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Callionymidae","Callionymus","Callionymus lyra","Eukaryota","Callionymus lyra","Callionymus lyra","Callionymus lyra"
"ASV114","Eukaryota","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla","Anguilla anguilla","Eukaryota","Anguilla anguilla","Anguilla anguilla","Anguilla anguilla 2"
"ASV115","Eukaryota","Chordata","Actinopteri","Perciformes","Stichaeidae","Stichaeidae","Stichaeidae","Eukaryota",NA,"Stichaeidae","Stichaeidae"
"ASV116","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","Eukaryota","Homo sapiens","Homo sapiens","Homo sapiens 3"
"ASV117","Eukaryota","Chordata","Actinopteri","Gobiiformes","Gobiidae","Pomatoschistus","Pomatoschistus microps","Eukaryota","Pomatoschistus microps","Pomatoschistus microps","Pomatoschistus microps 1"
"ASV118","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea pallasii","Eukaryota","Clupea pallasii","Clupea pallasii","Clupea pallasii 4"
"ASV119","Eukaryota","Chordata","Actinopteri","Gadiformes","Phycidae","Phycis","Phycis blennoides","Eukaryota","Phycis blennoides","Phycis blennoides","Phycis blennoides"
"ASV120","Eukaryota","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Phoxinus","Phoxinus","Eukaryota",NA,"Phoxinus","Phoxinus 10"
"ASV121","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Eukaryota","Clupea harengus","Clupea harengus","Clupea harengus 15"
"ASV122","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea","Eukaryota",NA,"Clupea","Clupea 4"
"ASV123","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Ctenolabrus","Ctenolabrus rupestris","Eukaryota","Ctenolabrus rupestris","Ctenolabrus rupestris","Ctenolabrus rupestris 7"
"ASV124","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Eukaryota","Clupea harengus","Clupea harengus","Clupea harengus 16"
"ASV125","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Scophthalmidae","Scophthalmus","Scophthalmus maximus","Eukaryota","Scophthalmus maximus","Scophthalmus maximus","Scophthalmus maximus"
"ASV126","Eukaryota","Chordata","Actinopteri","Gadiformes","Lotidae","Molva","Molva molva","Eukaryota","Molva molva","Molva molva","Molva molva 4"
"ASV127","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Eukaryota","Clupea harengus","Clupea harengus","Clupea harengus 17"
"ASV128","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Eukaryota","Clupea harengus","Clupea harengus","Clupea harengus 18"
"ASV129","Eukaryota","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Phoxinus","Phoxinus","Eukaryota",NA,"Phoxinus","Phoxinus 11"
"ASV130","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea pallasii","Eukaryota","Clupea pallasii","Clupea pallasii","Clupea pallasii 5"
"ASV131","Eukaryota","Chordata","Mammalia","Artiodactyla","Phocoenidae","Phocoena","Phocoena phocoena","Eukaryota","Phocoena phocoena","Phocoena phocoena","Phocoena phocoena"
"ASV132","Eukaryota","Chordata","Actinopteri","Gobiiformes","Gobiidae","Pomatoschistus","Pomatoschistus pictus","Eukaryota","Pomatoschistus pictus","Pomatoschistus pictus","Pomatoschistus pictus 2"
"ASV133","Eukaryota","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","Eukaryota","Gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteus aculeatus 4"
"ASV134","Eukaryota","Chordata","Actinopteri","Perciformes","Cyclopteridae","Cyclopterus","Cyclopterus lumpus","Eukaryota","Cyclopterus lumpus","Cyclopterus lumpus","Cyclopterus lumpus"
"ASV135","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salvelinus","Salvelinus curilus","Eukaryota","Salvelinus curilus","Salvelinus curilus","Salvelinus curilus 2"
"ASV136","Eukaryota","Chordata","Mammalia","Artiodactyla","Cervidae","Alces","Alces alces","Eukaryota","Alces alces","Alces alces","Alces alces"
"ASV137","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Eukaryota","Clupea harengus","Clupea harengus","Clupea harengus 19"
"ASV138","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Eukaryota","Clupea harengus","Clupea harengus","Clupea harengus 20"
"ASV139","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Platichthys","Platichthys stellatus","Eukaryota","Platichthys stellatus","Platichthys stellatus","Platichthys stellatus 2"
"ASV140","Eukaryota","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus","Eukaryota","Canis lupus","Canis lupus","Canis lupus 1"
"ASV141","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Ctenolabrus","Ctenolabrus rupestris","Eukaryota","Ctenolabrus rupestris","Ctenolabrus rupestris","Ctenolabrus rupestris 8"
"ASV142","Eukaryota","Chordata","Actinopteri","Perciformes","Pholidae","Pholis","Pholis gunnellus","Eukaryota","Pholis gunnellus","Pholis gunnellus","Pholis gunnellus 2"
"ASV143","Eukaryota","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus","Eukaryota",NA,"Larus","Larus"
"ASV144","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectidae","Pleuronectidae","Eukaryota",NA,"Pleuronectidae","Pleuronectidae 2"
"ASV145","Eukaryota","Chordata","Actinopteri","Uranoscopiformes","Ammodytidae","Ammodytes","Ammodytes personatus","Eukaryota","Ammodytes personatus","Ammodytes personatus","Ammodytes personatus"
"ASV146","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Callionymidae","Callionymus","Callionymus maculatus","Eukaryota","Callionymus maculatus","Callionymus maculatus","Callionymus maculatus"
"ASV147","Eukaryota","Chordata","Actinopteri","Perciformes","Pholidae","Pholis","Pholis","Eukaryota",NA,"Pholis","Pholis 2"
"ASV148","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","Eukaryota","Homo sapiens","Homo sapiens","Homo sapiens 4"
"ASV149","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Eukaryota","Clupea harengus","Clupea harengus","Clupea harengus 21"
"ASV150","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo","Salmo salar","Eukaryota","Salmo salar","Salmo salar","Salmo salar 2"
"ASV151","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Eukaryota","Clupea harengus","Clupea harengus","Clupea harengus 22"
"ASV152","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Platichthys","Platichthys stellatus","Eukaryota","Platichthys stellatus","Platichthys stellatus","Platichthys stellatus 3"
"ASV153","Eukaryota","Chordata","Actinopteri","Esociformes","Esocidae","Esox","Esox lucius","Eukaryota","Esox lucius","Esox lucius","Esox lucius"
"ASV154","Eukaryota","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Phoxinus","Phoxinus","Eukaryota",NA,"Phoxinus","Phoxinus 12"
"ASV155","Eukaryota","Chordata","Actinopteri","Gadiformes","Lotidae","Molva","Molva molva","Eukaryota","Molva molva","Molva molva","Molva molva 5"
"ASV156","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Ctenolabrus","Ctenolabrus rupestris","Eukaryota","Ctenolabrus rupestris","Ctenolabrus rupestris","Ctenolabrus rupestris 9"
"ASV157","Eukaryota","Chordata","Actinopteri","Gobiiformes","Gobiidae","Gobiusculus","Gobiusculus flavescens","Eukaryota","Gobiusculus flavescens","Gobiusculus flavescens","Gobiusculus flavescens 3"
"ASV158","Eukaryota","Chordata","Chondrichthyes","Chimaeriformes","Chimaeridae","Chimaera","Chimaera monstrosa","Eukaryota","Chimaera monstrosa","Chimaera monstrosa","Chimaera monstrosa"
"ASV159","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Eukaryota","Clupea harengus","Clupea harengus","Clupea harengus 23"
"ASV160","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Callionymidae","Callionymus","Callionymus reticulatus","Eukaryota","Callionymus reticulatus","Callionymus reticulatus","Callionymus reticulatus 1"
"ASV161","Eukaryota","Chordata","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa","Eukaryota","Sus scrofa","Sus scrofa","Sus scrofa 1"
"ASV162","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","Raniceps","Raniceps raninus","Eukaryota","Raniceps raninus","Raniceps raninus","Raniceps raninus 2"
"ASV163","Eukaryota","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","Microtus agrestis","Eukaryota","Microtus agrestis","Microtus agrestis","Microtus agrestis"
"ASV164","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salvelinus","Salvelinus curilus","Eukaryota","Salvelinus curilus","Salvelinus curilus","Salvelinus curilus 3"
"ASV165","Eukaryota","Chordata","Actinopteri","Gobiiformes","Gobiidae","Pomatoschistus","Pomatoschistus pictus","Eukaryota","Pomatoschistus pictus","Pomatoschistus pictus","Pomatoschistus pictus 3"
"ASV166","Eukaryota","Chordata","Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Eukaryota","Gobius niger","Gobius niger","Gobius niger"
"ASV167","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea pallasii","Eukaryota","Clupea pallasii","Clupea pallasii","Clupea pallasii 6"
